Text;Fake
republicans seek question officials clinton probe reuters republican lawmakers told department justice tuesday want question senior officials investigation democratic presidential candidate hillary clinton handling classified information secretary state lawmakers leading joint probe clinton investigation said letter attorney general jeff sessions deputy rosenstein wanted speak deputy director andrew mccabe chief staff rybicki counsel lisa page beginning thursday declined comment letter referred reporters justice department request meet officials transcribed interviews republicans obtained text messages sent year page agent peter strzok critical republican presidential candidate donald trump text messages called idiot loathsome human things according copies reviewed reuters strzok later worked special counsel robert mueller investigation russian efforts interfere election ties russian officials trump campaign moscow denies allegations election meddling trump denies campaign collusion strzok helped lead investigation clinton handling classified material removed mueller team special counsel aware texts critical trump republican lawmakers attacked mueller expressing concern potential bias investigators deputy attorney general rosenstein testified lawmakers aware impropriety mueller team representative goodlatte chairman house judiciary committee representative trey gowdy chairman house oversight committee conducting joint review handling clinton investigation letter sessions rosenstein said looking decisions clinton investigation including director james comey decision refer clinton case prosecution;true
trump aides hope taxes stem slide poll reuters near president donald trump rocky year office white house aides view imminent victory overhaul starting point strengthen weak approval ratings ahead congressional elections november republicans said effort political turnaround include reining trump habit lashing critics twitter white house aides said recognized trump poll numbers needed start rising limit damage elections fellow republicans continued control congress stake democratic takeover house representatives senate jeopardize trump agenda grow think successes like vote important said senior white house official administration officials said trump seek momentum generated biggest rewrite years help propel legislative priorities including infrastructure program welfare reform final passage republican expected wednesday trump major legislative victory taking office january carries risks republicans insist boost economy growth democrats condemn giveaway corporations rich reuters ipsos poll percent adults said opposed plan percent supported trump practices greater discipline republican strategists disaster looming congressional elections member senate seats house grabs stop tweeting start year level message discipline work poll numbers said republican strategist scott reed focus approval number historic death watch midterm elections record strong discipline year reed said trump repeatedly caused controversy early morning tweets particularly aimed individuals raised hackles recently tweeted democratic senator kirsten gillibrand campaign donations definitely moments like stop senior aide said early morning stuff helpful weeks talk white house trump outside advisers hiring senior political adviser akin president barack obama political aide david axelrod president george bush adviser karl rove white house political director stepien seen data driven adviser trump sees strategist steeped politics like white house chief staff reince priebus chief strategist steve bannon aides said discussion getting trump events smaller settings order personal president standard appearance event deliver speech crowd leave trump historical trend party holds white house typically loses seats congressional elections president initial years office democratic president clinton percent approval rating november party lost seats house senate trump percent december poll news wall street journal republican strategist ford connell said trump conservative base support happy expand popularity needs ease voters concerns fitness office people like independents trumpers american people feel comfortable president said connell achievements striking connecting public;true
congress faces tricky path avoid government reuters congress struggling contentious week infighting defense spending healthcare matters complicates drive pass temporary spending midnight friday avert partial government shutdown week president donald trump fellow republicans congress hoping celebrate passage overhaul legislation party showed little appetite government shutdown week sounded resigned navigate drama package includes disparate components messy process going vote need government open republican representative chris collins told reporters time government agencies shut washington bills october leading republicans senate house representatives expressed optimism funding coupled large disaster package pass friday deadline predicting lawmakers bump right cutoff house vote soon wednesday legislation extends funding domestic programs democrats likely mainly oppose arguing priorities ignored conservative republicans insisting higher military funding rest fiscal year ending sept house democrats senate expected block formula expected money defense programs house measure include billion disaster funding help puerto rico virgin islands states recover hurricanes wildfires natural disasters price republicans uneasy republicans worried senate strategy bipartisan healthcare proposal government funding keeping promise senate majority leader mitch mcconnell order coax republican senator susan collins vote legislation conservative house republicans like bipartisan healthcare proposal fund subsidies income participants obamacare health insurance program include language restricts federal funds abortion mcconnell promise collins means squat said representative mark walker chairman republican study committee largest group conservatives house conservatives vote funding protest told reporters outside house house extend children health insurance program years democrats continue withhold support stopgap spending republicans peel congress struggling pass clock ticks midnight friday;true
factbox ticket items center congress funding battle reuters congress weighing military spending healthcare major decisions tied temporary funding government operating friday lawmakers rush begin year recess republicans control house representatives senate disagreements chambers differences republicans democrats potentially difficult days ahead following initiatives consideration money expires midnight friday operation federal agencies congress failed approve regular appropriations bills fiscal year began washington operating series temporary funding bills house proposing temporary extension unclear senate stick date seek slightly later congress time write legislation funding agencies sept president donald trump pushing significant increase defense spending conservatives congress want include money stopgap funding week senate democrats expected block negotiators reach deal coupling defense spending bigger military budget congress likely include billion help puerto rico virgin islands states recover severe hurricanes wildfires natural disasters children health insurance program helps provide medical care nearly million children income families slated year renewal house senate balk structured unclear temporary funding senate attach bipartisan measure maintains healthcare subsidies income people participating affordable care known obamacare house republican lawmakers dislike idea national security agency warrantless internet surveillance program foreign intelligence surveillance renewed competing versions legislation house senate legislation protect dreamers deportation expected included despite democrats push resolve issue year negotiators trying reach deal helping immigrants mexico central america brought united states illegally children issue expected come life early;true
senate parliamentarian rules provisions reuters senate parliamentarian ruled provision republican forcing house representatives hold second vote legislation senator bernie sanders said tuesday sanders independent senate budget committee said ruling mean provisions related educational savings accounts home schooling private university endowments struck measure members senate vote uphold;true
senate panel snubs trump pick exim reuters senate banking committee rejected president donald trump nominee head export import bank tuesday approved board nominees restore trade bank lending powers confirmation senate committee voted scott garrett exim president rebuke conservatives jersey republican congressman ally tight controls government export lender garrett helped lead effort shut exim source corporate welfare giant manufacturers boeing general electric nomination pledged bank fully open struggled persuade senators believed bank core mission providing taxpayer backed loans guarantees export transactions believe principled simply believes abolishment bank said senator mike rounds south dakota voted garrett south carolina republican scott democrats panel white house director legislative affairs marc short commented disappointed senate banking committee missed opportunity export import bank fully functioning continue work committee path forward committee approved trump nominations exim vice president kimberly reed board members louisiana congressman spencer bachus claudia slacik judith delzoppo pryor approved mark greenblatt agency inspector general confirmation board members allow exim resume approval loans guarantees million returning united states export financing major projects commercial aircraft power turbines petrochemical plants time june statement urged quick confirmation remaining exim nominees hailed committee vote milestone manufacturers customers require fully functioning exim bank exim billion backlog deals pipeline awaiting approval representing jobs based bureau labor statistics multiplier data said scott schloegel obama administration appointee serves bank officer schloegel said exim extended absence large scale export finance exporters unable compete china major projects power technology sectors;true
house likely need vote republican reuters republican house representatives said tuesday house likely need vote legislation wednesday morning given democrats senate likely prevail procedural objection house majority leader kevin mccarthy advised house lawmakers senate democrats likely object legislation fails comply called byrd rule likely upheld necessitating second house vote members advised additional procedural vote motion concur expected tomorrow morning clear president trump signature mccarthy said notice house lawmakers;true
instant view house approves biggest overhaul years senate reuters republican controlled house representatives approved sweeping debt financed legislation tuesday sending senate lawmakers package later evening story biggest overhaul years signed president donald trump soon wednesday chambers congress approve passed house vote overcoming united opposition democrats republicans voted bond market today reassessing thing looks like going pass pretty significant rise yields close highs quarter stocks hand long time think initially lower taxes means earnings retained companies distribute shareholders likely beneficial stock prices jack ablin chief investment officer private bank chicago rate certainly priced stocks certainly expected smallcaps little better coming vote think priced economic impact incentives remains seen businesses actually equipment invest technology hire workers assumption right financial engineering buybacks dividend increases incentives redeploying cash recapitalizing balance sheets maybe debt repayment think fair skepticism benefits ultimately result expansions getting sense investors pricing time follow year rise treasury yields monetary policy expansion fiscal boost concerned boost fiscal offset monetary tightening question dollar central banks respond fiscal stimulus package probably weighing investors minds right celebrating package recognizing central banks given years begin away paulsen chief investment strategist leuthold group minneapolis look little think rumor sell news wall street long thing known long time going pass days going percent rate percent rate significant general parts pretty known vetted think implemented market look relative performance market today fairly clearly shot better economic growth inflation think biggest today bond yields story aaron kohli rate strategist capital markets york locked necessary votes think markets trying figure expect people react right away second order effects questions answered assuming goes effect time people start seeing changes checks answer couple months middle america going savings time means april sure early help midterms think markets going start focus handicap republicans midterms help hurt brian peery portfolio manager hennessy funds novato california market taking kind breather digesting news market little maybe popular hoped public opinion overall market looks strong healthy looking companies portfolio great domestic small companies paying percent effective rate ability profits offshore wait percent rise market months kicks alicia levine director portfolio strategy mellon investment management york effects cuts immediately accretive corporate earnings support equity markets package positive growth real economy cuts baseline earnings putting expected earnings percent growth rate earnings supportive equity markets sectors focus small caps value financials paul nolte portfolio manager kingsview asset management chicago pretty party lines takeaway rumor sell news market rallying week anticipation vote going looking government funding going time general population reacts expectation companies going bring dollars united states plant equipment stock buybacks dividend increases certainty going promised economic gain everybody talking chuck carlson chief executive officer horizon investment services hammond indiana think market pretty expecting think surprise market momentum pretty strong weeks terms getting think market pretty anticipated getting reactions going forward certain sectors subcategories maybe smallcaps pick little maybe transports lagged large caps start little better main market factoring potential ramifications going certainly play role midterm elections year people going time evaluate plight life better voting booth year political standpoint impact omair sharif senior economist societe generale york like deal especially corker collins board senate finish line christmas moving goal post number times think days likely going pass baked cake markets expecting long time days christmas trading read market reaction real telling thing second half year actually lifts growth percent sustained basis capital spending consumer spending political achievement economic achievement stocks trimmed losses slightly dipped index percent treasury yields hovered near session highs dollar held gains;true
senate begins debate final republican billwashington reuters republican senate voted tuesday begin debate sweeping legislation setting stage lawmakers hold final vote package later evening senate voted debate legislation hour house representatives approved widely expected overhaul code years debate period hours officially shortened little hours parliamentary procedure;true
congress members liable harassment reuters lawmakers parties working legislation members congress liable settlements sexual harassment claims data shows public funds settle nearly dozen cases misconduct decade employment office congress paid public money settle claims lawmakers alleging sexual harassment discrimination according data provided tuesday representative gregg harper republican chairman house administration committee drafting overhaul congress handles sexual harassment office compliance previously said resolved cases provisions settlement agreements legal limits block office disclosing details payouts behalf lawmakers including identities involved issue come light allegations misconduct swirl capitol hill growing wave women reporting abuse misconduct brought powerful recently movie producer harvey weinstein popular television personality matt lauer longest serving democrats congress representative john conyers harper said tuesday hopes file bipartisan wednesday evening overhauling congress handles sexual harassment include making lawmakers personally liable settlements reimburse government payouts told reporters doubt members clear taxpayer dollars purposes settling sexual harassment claim harper expects swift action house voting month democratic representative jackie speier proposed similar legislation working harper republicans said thrilled bipartisan legislation sexual harassment introduced senate week letter harper compliance office executive director said paid settle total claims employment discrimination retaliation harassment fiscal fiscal according letter claims included sexual harassment discrimination involved violations breaking federal wage rules claims simply categorized retaliation rest focused racial disability discrimination largest paid years labeled sexual harassment harassment retaliation office investigatory authority probe allegations said executive director susan tsui grundmann letter settlements typically nondisclosure provisions said adding office admission liability settlement documents;true
green groups trump administration delay methane rulewashington reuters coalition nearly environmental native american tribal groups sued trump administration tuesday challenging delay rule limiting emissions powerful greenhouse methane drilling operations federal lands earlier month bureau land management department interior suspended implementation rule year saying wanted avoid compliance costs energy companies revises regulation delay action taken trump administration benefit industry expense american public particularly millions westerners public lands ranching hunting hiking purposes darin schroeder lawyer clean task force said statement organization represented national wildlife federation groups filed lawsuit interior secretary ryan zinke department energy companies rule finalized obama administration cost tens thousands dollars trump administration expected announce draft rule coming weeks line policy maximizing output coal dismantling regulations says prevent growth rule targets accidental leaks intentional venting methane drilling operations public lands percent country natural percent produced fiscal year provisions phased majority effect lawsuit filed sierra club environmental defense council diné citizens ruining environment navajo group seeks stop delay force interior department implement rule january filed district court northern district california francisco interior department immediately respond request comment lawsuit;true
house democratic leaders urging vote spending reuters steny hoyer democrat house representatives said tuesday house democratic leaders asking rank file members vote stopgap government funding according reporter twitter house republican aide said earlier tuesday spending fund government include funding disaster year extension children health insurance program;true
pence preside senate vote office reuters vice president mike pence preside senate vote sweeping legislation office confirmed tuesday preside historic vote alyssa farah spokeswoman pence said twitter republicans need pence vote favor legislation break;true
senate vote final tuesday evening reuters senate vote final legislation tuesday evening senate republican leader mitch mcconnell said potentially allowing president donald trump sign early wednesday congress standing doorstep historic opportunity mcconnell said floor senate announced vote timing house representatives scheduled vote legislation chambers congress pass trump able meet goal signing christmas;true
republicans appear certain pass reuters republican controlled congress appeared certain pass sweeping legislation week senate republican holdouts agreed monday support overhaul backed president donald trump republicans self imposed friday voting deadline loomed senators susan collins mike said decided legislation hammered week republicans senate house representatives major overhaul code legislation provide relief working families encourage creation jobs right america spur economic growth benefit americans collins said floor senate announcing support maine republican undecided legislation similarly undecided utah republican tweeted earlier proudly vote house representatives expected adopt vote tuesday republican aides said senate vote expected follow later tuesday wednesday president desk sign christmas pledged predicted senate republican john cornyn said senate begin hours debate receiving house approved measure white house officials said monday vice president mike pence cast tiebreaking vote senate necessary delaying trip egypt israel week washington vote plan vote good shape want chances white house official said package cuts businesses individuals enacted overhaul code time years republicans major legislative victory trump presidency republicans believe preserve house senate majorities year congressional elections insist cuts drive economic growth higher create jobs democrats oppose legislation giveaway corporations wealthy americans trillion federal deficit decade raising taxes middle class taxpayers lawmakers house republicans hold seat majority expected approve legislation largely party lines smattering votes likely republican fiscal hawks lawmakers york jersey california oppose provision scale popular deduction state local taxes house senate approve measure trump sign seat senate republicans majority proved graveyard summer republican drive overturn democratic president barack obama healthcare republicans opposed measure overhaul faced challenges specter failure appeared lift monday congress closed final votes senate republicans afford lose votes intend pass legislation vote senator john mccain undergoing treatment brain cancer available support spending time family arizona support collins senator jeff flake arizona remained undecided fifth republican senator thad cochran mississippi missed votes health reasons year expected hand support republican senator corker fiscal hawk voted initial senate said support final legislation;true
court orders trump administration immigrant teens abortion reuters district court judge ruled monday president donald trump administration allow access abortion pregnant teenagers country illegally escalating high profile legal fight judge tanya chutkan order hold justice department time appeal ruling justice department filed notice appeal shortly afterward court appeals district columbia circuit judge temporary restraining order marked latest chapter legal dispute trump administration minors illegal immigrants right seek abortion detention issue ignited year petitioned court october abortion ultimately procedure trump administration objections instance court appeals district columbia circuit ruled teen abortion immediately rejecting administration opposition year olds latest legal action known court jane jane requested abortions office refugee resettlement refused allow access procedure ruling chutkan wrote girls constitutional right decide carry pregnancies term needed preserved noted likely succeed legal merits case based prior ruling higher court deeply disappointed decision grant temporary restraining order compel facilitate abortions minors medically necessary spokesman department health human services said statement pregnant minor entered country illegally option voluntarily depart home country identify suitable sponsor funded facilities provide temporary shelter care unaccompanied alien minors stations children taxpayer facilitated abortions;true
house plan increase trump disaster reuters republicans house representatives unveiled monday billion package deal hurricanes wildfires president donald trump billion request legislation help puerto rico states recover devastating hurricanes california western states cope wildfires unclear latest natural disaster plan rushed republican controlled congress week start christmas recess await congressional votes early year introduced house appropriations committee chairman rodney frelinghuysen includes billion federal emergency management agency billion community development block grants commitment fellow citizens midst major rebuilding efforts areas including texas florida california louisiana puerto rico virgin islands frelinghuysen jersey republican said statement earlier year congress approved disaster packages totaling billion trump billion request submitted november widely criticized lawmakers insufficient puerto rico residents power hundreds remain shelters months hurricane maria devastated island california wildfires burned million acres hectares destroyed thousands homes;true
house panel chair introduces billion disaster billwashington reuters chairman house representatives appropriations committee introduced monday provide billion emergency recent hurricanes wildfires legislation includes billion federal emergency management agency billion community development block grants representative rodney frelinghuysen said statement president donald trump requested billion month widely criticized lawmakers insufficient;true
trump nominates liberty university professor justice department postwashington reuters president donald trump monday said plans nominate liberty university school professor caren harp oversee justice department office juvenile justice delinquency prevention ultimately confirmed senate harp oversee justice department office trains works state local communities develop effective juvenile justice programs prevent delinquency harp previously director national juvenile justice prosecution center american prosecutors research institute according harp linkedin page sixth year professor liberty located lynchburg virginia school website says program taught christian worldview says offers uniquely tailored legal program taught sound biblical principles harp holds degree university arkansas fayetteville worked prosecutor public defender including chief crimes prosecution unit york city family court division trial attorney arkansas public defender commission article published harp raises questions role adolescent neuroscience courtroom writes best tackle juvenile justice teaching youth accept responsibility involve community based diversion programs prevent offending misplaced reliance nascent neuroscience neuroimaging evidence remove youth young adults consequences criminal behavior invites pushback favor retributive create unintended unwanted consequences youth young adults writes unclear senate consider harp nomination handful nominees waiting months confirmation votes nominees head criminal civil national security divisions instance pending;true
trump twitter congressional races train accident cutsthe following statements posted verified twitter accounts president donald trump realdonaldtrump potus opinions expressed reuters edited statements confirmed accuracy realdonaldtrump remember republicans congressional races year media refuses mention said gillespie moore lose different reasons predicted republicans foxandfriends ivanka trump interviewed foxandfriends train accident occurred dupont shows soon submitted infrastructure plan approved quickly seven trillion dollars spent middle east roads bridges tunnels railways crumble long thoughts prayers involved train accident dupont washington thank wonderful responders scene currently monitoring white house deepest sympathies heartfelt prayers victims train derailment washington state closely monitoring situation coordinating local authorities bail past months travelled tens thousands miles visit countries world leaders traveled highest privilege greatest honor represent american people bajkwn american people speak listen year spoke loud clear november voted america great world watches days away passing historic cuts american families businesses biggest reform history country bbaji record closes year records year period strategy announced today declaring america game america determined pillars national security strategy bdrofj task strengthen families build communities serve citizens celebrate american greatness shining example world bdsjq source link jpexyr;true
trump cabinet officials visit puerto rico assess reuters members president donald trump cabinet visit puerto rico tuesday assess territory rebuilding months hurricane maria devastated homes businesses power grid homeland security secretary kirstjen nielsen housing urban development secretary carson travel puerto rico island million residents power hundreds remain shelters thousands fled mainland visit comes republicans house representatives monday planning unveil disaster package totaling billion according senior congressional aide puerto rico states like texas florida hurricanes california grappling wild fires maria savaged puerto rico island contending billion debt puerto rican governor ricardo rossello asked federal government total billion including billion housing billion rebuild ruined power grid federal emergency management agency fema approved million individuals puerto rico million public assistance nielsen carson receive detailed briefings rebuilding efforts federal helping residents recover official said nielsen oversees fema rossello slated hold news conference visit comes congress prepares vote overhaul puerto rican officials said fear hurt commonwealth pharmaceutical manufacturing sector cornerstone island economy time puerto rico afford lose jobs revenue puerto rico government said people died hurricane multiple media estimates dramatically higher figures rossello monday ordered official review death toll;true
dreamer immigration senate agenda monthwashington reuters senate consider immigration year legislation turn measure protecting immigrant youths known dreamers january senate republican john cornyn said monday cornyn said congress meet early march deadline passing legislation providing protections deportation undocumented immigrants brought illegally united states children president donald trump consider extending deadline interviews past days republican democratic lawmakers aides said talks deferred action childhood arrivals daca quietly making progress president given time deal march think plenty time expect meet cornyn told reporters president extend deadline chose going turn sure january tensions republicans democrats issue legislative protections dreamers increased fall trump took hard line conditions deal intense lobbying campaign underway urge lawmakers permanent legislative republican president ended daca program september gave congress early march come legislative replacement capitol hill advocates handed buttons lawmakers aides number referring estimated number dreamers losing temporary legal status daca immigration advocates erected huge monitor national mall situated base capitol lawmakers tourists alike broadcasts videos dreamers pleading help seven daca beneficiaries mexico argentina colombia fourth hunger strike draw attention issue republican representative john carter veteran past immigration debates said worried democrats want scope daca approximately dreamers time covered democratic president barack obama executive order talking dream carter said referring legislation offered democratic senator dick durbin republican senator lindsey graham number million people past legislative attempts allow dreamers work permits drivers licenses open bank accounts come shadows stalled conservative republicans lobbying groups objected giving amnesty entered united states illegally choice matter grown democratic representative michelle lujan grisham chairs congressional hispanic caucus said republican demands additional resources immigration enforcement united states border major problem concern trump administration money hire federal agents undocumented relatives dreamers going come hospitals courtrooms schools search family members going said interview;true
senator warren hits effort politicize consumer reuters democratic senator elizabeth warren taking budget chief mick mulvaney plan ranks consumer financial watchdog political allies according letters seen reuters latest salvo broader battle bureau president donald trump month appointed mulvaney acting director consumer financial protection bureau cfpb decision legally challenged agency deputy director leandra english says rightful interim head mulvaney told reporters earlier month planned bring political appointees help overhaul agency warren warned pair letters sent monday mulvaney office personnel management oversees federal hiring inappropriate potentially illegal cfpb meant independent agency staffed primarily political employees hiring political appointees violate civil service laws designed protect employees undue political pressure discrimination warren said naked effort politicize consumer agency runs counter agency mission independent voice consumers power stand wall street banks warren helped create cfpb wrote mulvaney separate letter warren asked review mulvaney unprecedented unjustified plans letter sent mulvaney english warren asked information review ongoing enforcement actions cfpb reuters reported earlier month potential multimillion dollar settlement wells fargo enforcement actions review amid change cfpb leadership spokespeople mulvaney immediately respond requests comment mulvaney serves directly trump head office management budget said long term like professional staff alongisde political appointees mirroring arrangement place staffing permanent political people professional staff better feel administration wants bureau mulvaney said warren said arrangement understandable bureaus like directly beneath white house suitable independent financial regulators leadership cfpb question agency director richard cordray resigned november;true
trump strategy document says russia meddles domestic affairs reuters president donald trump administration said monday russia interferes domestic political affairs countries globally stopped short accusing moscow meddling election criticism russia laid national security strategy based trump america vision reflects view long held diplomats russia actively undermines american interests home abroad despite trump warmer ties president vladimir putin modernized forms subversive tactics russia interferes domestic political affairs countries world said document avoided directly citing intelligence agencies russian meddling year presidential election russia uses information operations offensive cyber efforts influence public opinion globe influence campaigns blend covert intelligence operations false online personas state funded media party intermediaries paid social media users trolls document said trump frequently spoken wanting improve relations putin russia frustrated policy syria ukraine little help washington standoff north korea speech laying strategy trump noted received putin sunday thank providing intelligence helped thwart bomb attack russian city petersburg trump said collaboration supposed work seek opportunities cooperation stand stand country like stood said ronald reagan building downtown washington audience people frequently applauded speech included military joint chiefs staff cabinet secretaries lawmakers military personnel officials intelligence community agencies justice department investigation looking trump campaign aides colluded russia moscow trump deny intelligence agencies concluded russians tried election trump hacking releasing emails embarrass democratic candidate hillary clinton spreading social media propaganda facebook google twitter facing backlash saying russians services anonymously spread divisive messages americans election western nations including france accused russia trying interfere elections congress mandates administration national security strategy trump strategy influenced strongly thinking national security officials president said official involved preparing document republican president strategy reflects america priorities protecting homeland borders rebuilding military projecting strength abroad pursuing trade policies favorable united states talking points sent embassies worldwide diplomats strategy makes clear official position tough russia unclassified state department cable seen reuters said russia tries weaken credibility america commitment europe invasions georgia ukraine russia demonstrated willingness force challenge sovereignty states region harry kazianis analyst conservative center national think tank said things moscow warm fuzzy moment president putin kindly labeled essentially amounts enemy america drops democratic president barack obama description climate change national security threat aides said trump vowed withdraw united states paris climate accord changes trump administration lumps china russia competitors seeking challenge power erode security prosperity singling china russia revisionist powers comes despite trump attempts build strong relations chinese president jinping senior administration official said russia china attempting revise global status russia europe military incursions ukraine georgia china asia aggression south china russia denies allegations meddled presidential election trump working exert pressure north korea nuclear ballistic missile programs administration warned intellectual property theft china national security problem need protect data different ways need ensure legislation like cfius date reflects kinds strategic investments taking place countries administration official said committee foreign investment united states cfius reviews purchase assets foreign companies recently taken strong stand technology transfers chinese companies;true
republican senator collins says vote billwashington reuters republican senator susan collins said monday vote sweeping overhaul party leaders hope push congress week ensuring passage despite seemingly universal opposition democrats major overhaul code legislation provide relief working families encourage creation jobs right america spur economic growth benefit americans said remarks senate floor;true
democratic senator seeks audit chief trip democrat senate environment committee monday asked environmental protection agency internal watchdog audit recent trip morocco agency head determine line mission administrator scott pruitt trip morocco week promoted liquefied natural senator carper asked inspector general arthur elkins expand current audit pruitt travel include trip morocco trade mission request review purpose administrator pruitt travels determine activities trip line mission protect human health environment carper wrote letter elkins traditionally regulates clean water promote energy industry week announced pruitt attended bilateral meetings morocco outlined environmental priorities updating environmental work plan morocco free trade agreement potential benefit liquefied natural imports morocco economy liquefied natural produced cooling natural condensed liquid allowing shipped tanker instead moved pipeline reconverted asked head involved touting spokesman jahan wilcox said pruitt discussed role technology innovation abroad including limited serves emphasize importance administration placed promoting businesses wilcox said carper said morocco travel cost taxpayers exports fall agency jurisdiction inspector general office reviewing travel pruitt conducted sept democratic lawmakers asked review pruitt frequent travels oklahoma home state;true
republican senator says vote billwashington reuters republican senator mike utah said monday support legislation overhaul leaving republicans undecided approaches final senate vote week finished reading final cuts jobs taxes working utah families proudly vote said message released twitter republicans control seat senate margin lose support party lawmakers pass republican senators susan collins jeff flake said support legislation senator john mccain brain cancer present vote;true
trump choice deal north korea arms reuters president donald trump unveiled national security strategy monday calling pakistan decisive action terrorism saying washington deal challenge posed north korea weapons programs wide ranging speech trump said security strategy time addresses economic security include complete rebuilding infrastructure wall southern border trump said united states wanted pakistan decisive action help fight extremism washington choice deal challenge posed north korea nuclear missile programs trump said security strategy mandatory defense spending limits frequently called sequester mention consulted members congress possible caps established budget legislation recognize weakness surest path conflict unrivaled power certain means defense reason security strategy breaks damaging defense sequester trump said going;true
trump judicial nominee withdraws reuters lawyer nominated president donald trump serve federal judge withdrew consideration monday video senate confirmation hearing showing unable provide answers rudimentary legal questions went viral week trump accepted matthew petersen offer withdraw nomination district court judge washington white house official said petersen republican member federal election commission latest trump judicial nominations fail president seeks confirmation judges federal judiciary conservative seen cousin vinny qualify federal judge republican senator john kennedy grilled petersen confirmation hearing told referring comedy film novice lawyer kennedy critical trump judicial nominees asked basic legal questions petersen answer video shown cable news shows widely viewed internet honored nominated position clear past days nomination distraction fair administration petersen wrote withdrawal letter trump hoped nearly decades public service carry weight worst minutes television petersen added petersen trump judicial pick nomination foundered past week republican senator chuck grassley chairman senate judiciary committee said week trump nominations jeff mateer brett talley forward faced criticism controversial statements talley reported online magazine slate posted online sympathetic comments early history klux klan white supremacist group failed disclose wife works white house counsel office overseas judicial nominations mateer trouble speeches including referred transgender children satan plans reported despite setbacks trump significant progress filling vacancies federal courts conservative judges including important courts appeal appointed justice neil gorsuch vacancy supreme courts restoring high court conservative majority;true
trump calls infrastructure plan train reuters president donald trump said monday derailment train sent train cars crashing major highway killed passengers washington state showed necessity infrastructure plan train accident occurred dupont shows soon submitted infrastructure plan approved quickly trump said seven trillion dollars spent middle east roads bridges tunnels railways crumble long;true
final republican slashes corporate rate voting weekwashington reuters congressional republicans friday unveiled final version dramatic overhaul debt financed cuts businesses wealthy middle class americans picked crucial support wavering senators ahead planned votes lawmakers early week passage biggest rewrite provide republican lawmakers president donald trump major legislative victory took office january prospects approval soared republican senators marco rubio corker pledged support republican senators defeat measure senate trump party controls slim majority remained uncommitted susan collins jeff flake mike final version hammered senate house representatives republicans chamber previously passed competing versions contained surprises corporate income rate percent percent according summary distributed reporters congressional writers corporate lobbyists seeking magnitude years summary showed create percent business income deduction owners pass businesses partnerships sole proprietorships allow immediate write corporations equipment costs eliminate corporate alternative minimum territorial exempt corporations taxes future foreign profits sets time companies repatriate trillion held overseas rates percent cash cash equivalents percent illiquid assets passed congress changes effect taxes returns unaffected democrats unified measure calling giveaway corporations rich drive federal deficit bernie sanders leading liberal voice senate unsuccessfully sought democratic presidential nomination year called moral economic obscenity gift wealthy republican campaign contributors insult working families country sanders said republicans said cuts needed economy expanding quickly american people closer plan deliver higher wages lower taxes simpler stronger american economy house republican leader kevin mccarthy said house expected vote tuesday republicans large majority passage expected despite democratic opposition senate republicans afford lose votes ranks senate passage expected trillion trillion national debt years making unusual example deficit spending stimulative cuts time economy expanding months trump touted middle class studies independent analysts partisan congressional researchers projected corporations rich benefit republican maintain existing seven individual family income brackets rates percent rate highest earning americans today percent republicans abandoned quest eliminate estate inherited assets benefited richest americans propose increasing exemption million million person eliminate wall street called carried loophole allows fund managers claim lower capital gains rate profits investments held year getting loophole trump campaign pledge instead legislation makes harder fund managers advantage loopholes requiring hold investments years claiming trump year promised voters major cuts wants desk christmas holiday sign finish congress term election campaigns republicans defend senate house representatives majorities sweeping power washington january trump fellow republicans failed pass major legislation including promised healthcare overhaul trump public approval ratings remained month republicans lost hard fought elections alabama virginia stock markets rallying months anticipation sharply lower rates corporations wealthy financiers business owners deliver wall street major stock indexes closed record highs friday driven corporate rates looked likely pass jones industrial average rose percent gained percent nasdaq composite ixic rose percent package evolved tilted increasingly benefiting businesses wealthy provisions offsetting revenue costs minute changes troublesome lawmakers rubio said support approach child credit changed doubles credit meant help reduce costs raising kids dependent child refundable portion refundable portion raised minute rubio backing called change child credit stopped short endorsing details corker fiscal hawk opposed earlier passed senate deficit impact said final measure perfect support calling generation opportunity help businesses collins remained committal concern provision repeal fine imposed affordable care obamacare americans obtain health insurance flake said needs details supporting measure senate vote outlook complicated republican senator john mccain hospitalization treatment effects cancer therapy office said looks forward returning work soon possible vice president mike pence delayed trip middle east case vote needed break senate;true
